Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.213192,0.150429,0.268979,0.559259,0.312770,0.171007
WorkFlow,2,nVmax,-0.073445,0.265396,0.268979,0.986679,0.973536,0.837322
WorkFlow,3,nVmax,0.048154,0.225023,0.268979,0.836580,0.699866,0.452156
WorkFlow,4,nVmax,-0.074848,0.250881,0.268979,0.932715,0.869957,0.639385
WorkFlow,5,nVmax,0.162662,0.213195,0.268979,0.792606,0.628224,0.390266
WorkFlow,6,nVmax,-0.350584,0.156948,0.268979,0.583496,0.340468,0.187884
WorkFlow,7,nVmax,-0.135829,0.182858,0.268979,0.679823,0.462160,0.266624
WorkFlow,8,nVmax,0.053269,0.231802,0.268979,0.861781,0.742667,0.492720
WorkFlow,9,nVmax,0.069020,0.241447,0.268979,0.897642,0.805761,0.559274
WorkFlow,10,nVmax,0.261308,0.184379,0.268979,0.685475,0.469876,0.271904
WorkFlow,11,nVmax,-0.019307,0.252121,0.268979,0.937323,0.878574,0.651538
WorkFlow,12,nVmax,0.066967,0.206016,0.268979,0.765916,0.586627,0.357059
WorkFlow,13,nVmax,0.240117,0.210625,0.268979,0.783052,0.613171,0.378044
WorkFlow,14,nVmax,-0.075134,0.260088,0.268979,0.966944,0.934981,0.745011
WorkFlow,15,nVmax,0.022975,0.223237,0.268979,0.829941,0.688802,0.442149
WorkFlow,16,nVmax,-0.101766,0.262354,0.268979,0.975368,0.951344,0.779418
WorkFlow,17,nVmax,-0.074256,0.259404,0.268979,0.964399,0.930066,0.735550
WorkFlow,18,nVmax,-0.020752,0.254952,0.268979,0.947848,0.898416,0.681278
WorkFlow,19,nVmax,0.060022,0.254712,0.268979,0.946956,0.896725,0.678636
WorkFlow,20,nVmax,0.103259,0.250458,0.268979,0.931142,0.867025,0.635343
WorkFlow,21,nVmax,-0.000705,0.260170,0.268979,0.967250,0.935573,0.746175
WorkFlow,22,nVmax,0.340433,0.195258,0.268979,0.725920,0.526960,0.312221
