Scenario,ID,Eta,Value
WorkFlow,1,nVmax,0.0587400310705577
WorkFlow,1,nV,-0.762390946087184
WorkFlow,2,nVmax,0.399560830717655
WorkFlow,2,nV,-0.350635148159995
WorkFlow,3,nVmax,0.121645538816363
WorkFlow,3,nV,1.00142083113048
WorkFlow,4,nVmax,0.0631091273724872
WorkFlow,4,nV,0.270972455006158
WorkFlow,5,nVmax,-0.0964567553480311
WorkFlow,5,nV,0.43858934885477
WorkFlow,6,nVmax,0.053952161685964
WorkFlow,6,nV,0.00582273124044101
WorkFlow,7,nVmax,-0.0265681380828008
WorkFlow,7,nV,0.600418588108433
WorkFlow,8,nVmax,0.302502729431056
WorkFlow,8,nV,0.263961020517751
WorkFlow,9,nVmax,0.354780985806654
WorkFlow,9,nV,-0.00507578560655938
WorkFlow,10,nVmax,-0.292574943544379
WorkFlow,10,nV,0.0529599892059091
WorkFlow,11,nVmax,-0.155821212057692
WorkFlow,11,nV,-0.0241138963169127
WorkFlow,12,nVmax,-0.256929960984883
WorkFlow,12,nV,0.243132487651989
WorkFlow,13,nVmax,0.225682393202981
WorkFlow,13,nV,0.232056430749382
WorkFlow,14,nVmax,0.125864297867207
WorkFlow,14,nV,0.126085470819045
WorkFlow,15,nVmax,0.0304536411185587
WorkFlow,15,nV,-0.245409142167228
WorkFlow,16,nVmax,-0.0809101734588037
WorkFlow,16,nV,-0.0253137435191063
WorkFlow,17,nVmax,-0.377689779867509
WorkFlow,17,nV,-0.186165581613371
WorkFlow,18,nVmax,-0.411296357776622
WorkFlow,18,nV,0.188121040813007
WorkFlow,19,nVmax,0.08579814294156
WorkFlow,19,nV,0.239853009287737
WorkFlow,20,nVmax,0.155886268142238
WorkFlow,20,nV,-0.47500323430751
WorkFlow,21,nVmax,0.160790679630158
WorkFlow,21,nV,0.316612359159335
WorkFlow,22,nVmax,0.037861188019552
WorkFlow,22,nV,-0.263401995090632
WorkFlow,23,nVmax,-0.298381694215975
WorkFlow,23,nV,0.289668399079243
WorkFlow,24,nVmax,-0.0286974910800798
WorkFlow,24,nV,0.469293687904148
WorkFlow,25,nVmax,0.0717796249836079
WorkFlow,25,nV,-0.0772587178636433
WorkFlow,26,nVmax,-0.118073759472441
WorkFlow,26,nV,0.0438999131976451
WorkFlow,27,nVmax,0.0898082248178748
WorkFlow,27,nV,-0.164880616563894
WorkFlow,28,nVmax,-0.862220847104012
WorkFlow,28,nV,-0.784992879715667
WorkFlow,29,nVmax,-0.148122129643581
WorkFlow,29,nV,0.175051957330049
WorkFlow,30,nVmax,-0.45068013187013
WorkFlow,30,nV,-0.58735940439016
WorkFlow,31,nVmax,0.345911033616598
WorkFlow,31,nV,0.524979961208941
WorkFlow,32,nVmax,-0.162449098590801
WorkFlow,32,nV,-0.285778255562495
WorkFlow,33,nVmax,-0.155049173216342
WorkFlow,33,nV,-0.203047375046103
WorkFlow,34,nVmax,-0.492507034208802
WorkFlow,34,nV,-0.430072093921975
WorkFlow,35,nVmax,0.562975078555362
WorkFlow,35,nV,0.101084125572944
WorkFlow,36,nVmax,0.123728933570362
WorkFlow,36,nV,0.0440379614014264
WorkFlow,37,nVmax,-0.0837411014228609
WorkFlow,37,nV,-0.440095523857885
WorkFlow,38,nVmax,0.211767351166933
WorkFlow,38,nV,0.44877002485866
WorkFlow,39,nVmax,-0.203674031998419
WorkFlow,39,nV,-0.392664266785203
WorkFlow,40,nVmax,0.187226422981695
WorkFlow,40,nV,-0.421181886529196
WorkFlow,41,nVmax,-0.115178452126086
WorkFlow,41,nV,-0.192749618463317
WorkFlow,42,nVmax,0.313100705131297
WorkFlow,42,nV,-0.247076158284491
WorkFlow,43,nVmax,0.493477391151075
WorkFlow,43,nV,0.363680508011971
WorkFlow,44,nVmax,-0.146915852398737
WorkFlow,44,nV,-0.384194885384429
WorkFlow,45,nVmax,0.217689759781194
WorkFlow,45,nV,0.104017168317115
WorkFlow,46,nVmax,-0.189343454797131
WorkFlow,46,nV,0.285039450307058
WorkFlow,47,nVmax,0.032452283329433
WorkFlow,47,nV,-0.0488273987985781
WorkFlow,48,nVmax,0.0345251957994844
WorkFlow,48,nV,-0.244897438132615
WorkFlow,49,nVmax,0.485809913557487
WorkFlow,49,nV,0.562199805318258
WorkFlow,50,nVmax,0.456852121629817
WorkFlow,50,nV,0.15098998049168
WorkFlow,51,nVmax,0.0627308577840371
WorkFlow,51,nV,-0.128712278320383
WorkFlow,52,nVmax,-0.284756756902305
WorkFlow,52,nV,-0.233168292683857
WorkFlow,53,nVmax,-0.21081625192239
WorkFlow,53,nV,-0.0933049482569369
WorkFlow,54,nVmax,-0.330308425461886
WorkFlow,54,nV,-0.593844255097009
WorkFlow,55,nVmax,0.0338768078250574
WorkFlow,55,nV,0.313419304531481
WorkFlow,56,nVmax,0.33549431640807
WorkFlow,56,nV,0.00976946564402449
WorkFlow,57,nVmax,0.269461777961251
WorkFlow,57,nV,0.610006500064603
WorkFlow,58,nVmax,-0.173407799173714
WorkFlow,58,nV,0.156529365957597
WorkFlow,59,nVmax,-0.261713672306504
WorkFlow,59,nV,-0.536614784031869
WorkFlow,60,nVmax,-0.300216984677676
WorkFlow,60,nV,-0.594153471065956
