Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.238904,0.171773,0.332107,0.517220,0.267517,0.144148
WorkFlow,2,nVmax,-0.176479,0.308276,0.332107,0.928242,0.861634,0.628024
WorkFlow,3,nVmax,0.046778,0.254535,0.332107,0.766424,0.587406,0.357665
WorkFlow,4,nVmax,0.020702,0.246312,0.332107,0.741664,0.550066,0.329229
WorkFlow,5,nVmax,0.332504,0.225616,0.332107,0.679348,0.461513,0.266184
WorkFlow,6,nVmax,-0.614203,0.128477,0.332107,0.386854,0.149656,0.077859
WorkFlow,7,nVmax,-0.247002,0.126516,0.332107,0.380950,0.145123,0.075404
WorkFlow,8,nVmax,0.074438,0.234439,0.332107,0.705914,0.498315,0.291702
WorkFlow,9,nVmax,0.181064,0.247786,0.332107,0.746104,0.556671,0.334170
WorkFlow,10,nVmax,0.164485,0.196575,0.332107,0.591902,0.350348,0.193990
WorkFlow,11,nVmax,-0.008206,0.244580,0.332107,0.736449,0.542357,0.323507
WorkFlow,12,nVmax,0.088800,0.210037,0.332107,0.632438,0.399978,0.225389
WorkFlow,13,nVmax,0.256852,0.228289,0.332107,0.687396,0.472513,0.273717
WorkFlow,14,nVmax,-0.142473,0.306725,0.332107,0.923572,0.852986,0.616576
WorkFlow,15,nVmax,0.041281,0.218827,0.332107,0.658903,0.434153,0.247772
WorkFlow,16,nVmax,-0.256926,0.301323,0.332107,0.907305,0.823203,0.579527
WorkFlow,17,nVmax,-0.092812,0.284390,0.332107,0.856321,0.733286,0.483556
WorkFlow,18,nVmax,-0.015874,0.276954,0.332107,0.833931,0.695440,0.448131
WorkFlow,19,nVmax,0.115044,0.281453,0.332107,0.847477,0.718218,0.469168
WorkFlow,20,nVmax,0.255597,0.265802,0.332107,0.800351,0.640562,0.400469
WorkFlow,21,nVmax,0.087851,0.288595,0.332107,0.868981,0.755128,0.505155
WorkFlow,22,nVmax,0.482714,0.101111,0.332107,0.304453,0.092691,0.047473
WorkFlow,23,nVmax,0.107249,0.242517,0.332107,0.730238,0.533247,0.316807
WorkFlow,24,nVmax,-0.362128,0.293088,0.332107,0.882511,0.778826,0.529708
WorkFlow,25,nVmax,0.015954,0.276558,0.332107,0.832737,0.693452,0.446332
WorkFlow,26,nVmax,0.177066,0.242709,0.332107,0.730815,0.534090,0.317424
WorkFlow,27,nVmax,0.235353,0.239027,0.332107,0.719730,0.518011,0.305745
WorkFlow,28,nVmax,-0.492579,0.208178,0.332107,0.626841,0.392929,0.220852
WorkFlow,29,nVmax,0.014132,0.245422,0.332107,0.738984,0.546097,0.326277
WorkFlow,30,nVmax,-0.019345,0.235134,0.332107,0.708005,0.501271,0.293793
WorkFlow,31,nVmax,0.074500,0.256543,0.332107,0.772470,0.596710,0.364949
WorkFlow,32,nVmax,-0.425936,0.270532,0.332107,0.814593,0.663562,0.419967
WorkFlow,33,nVmax,0.448743,0.156759,0.332107,0.472013,0.222797,0.118409
WorkFlow,34,nVmax,-0.105313,0.270542,0.332107,0.814621,0.663608,0.420007
WorkFlow,35,nVmax,0.273594,0.227421,0.332107,0.684783,0.468928,0.271253
WorkFlow,36,nVmax,0.189433,0.255663,0.332107,0.769820,0.592622,0.361738
WorkFlow,37,nVmax,0.160486,0.238575,0.332107,0.718369,0.516054,0.304338
WorkFlow,38,nVmax,-0.374684,0.117061,0.332107,0.352479,0.124241,0.064180
WorkFlow,39,nVmax,-0.165606,0.191659,0.332107,0.577098,0.333043,0.183325
WorkFlow,40,nVmax,0.074481,0.219503,0.332107,0.660939,0.436840,0.249560
WorkFlow,41,nVmax,0.082050,0.259828,0.332107,0.782362,0.612090,0.377176
WorkFlow,42,nVmax,-0.329236,0.226279,0.332107,0.681344,0.464229,0.268036
WorkFlow,43,nVmax,-0.134780,0.292025,0.332107,0.879309,0.773185,0.523749
WorkFlow,44,nVmax,-0.037082,0.234469,0.332107,0.706004,0.498442,0.291793
WorkFlow,45,nVmax,-0.222665,0.240899,0.332107,0.725366,0.526156,0.311637
WorkFlow,46,nVmax,0.127640,0.245234,0.332107,0.738417,0.545259,0.325655
WorkFlow,47,nVmax,0.000809,0.245653,0.332107,0.739681,0.547128,0.327042
WorkFlow,48,nVmax,0.064907,0.282407,0.332107,0.850348,0.723092,0.473779
WorkFlow,49,nVmax,-0.133854,0.160776,0.332107,0.484109,0.234362,0.124992
WorkFlow,50,nVmax,-0.169186,0.212761,0.332107,0.640639,0.410418,0.232158
WorkFlow,51,nVmax,-0.142576,0.114885,0.332107,0.345928,0.119666,0.061739
WorkFlow,52,nVmax,0.316705,0.272958,0.332107,0.821896,0.675513,0.430362
WorkFlow,53,nVmax,-0.124657,0.125216,0.332107,0.377036,0.142156,0.073801
WorkFlow,54,nVmax,0.048785,0.232247,0.332107,0.699314,0.489040,0.285186
WorkFlow,55,nVmax,0.328963,0.187742,0.332107,0.565306,0.319571,0.175119
WorkFlow,56,nVmax,0.227451,0.170734,0.332107,0.514092,0.264291,0.142265
WorkFlow,57,nVmax,-0.264515,0.293781,0.332107,0.884597,0.782511,0.533643
WorkFlow,58,nVmax,-0.233854,0.164399,0.332107,0.495018,0.245043,0.131117
WorkFlow,59,nVmax,-0.473570,0.266678,0.332107,0.802988,0.644790,0.404005
WorkFlow,60,nVmax,0.038234,0.272273,0.332107,0.819833,0.672127,0.427398
WorkFlow,1,nKm,0.124500,0.219777,0.457900,0.479966,0.230368,0.122713
WorkFlow,2,nKm,0.790172,0.219179,0.457900,0.478661,0.229116,0.122000
WorkFlow,3,nKm,-0.043913,0.214827,0.457900,0.469157,0.220108,0.116885
WorkFlow,4,nKm,-0.297458,0.215830,0.457900,0.471346,0.222167,0.118052
WorkFlow,5,nKm,0.299393,0.222864,0.457900,0.486709,0.236886,0.126436
WorkFlow,6,nKm,-0.228003,0.201223,0.457900,0.439448,0.193115,0.101732
WorkFlow,7,nKm,-0.232167,0.208541,0.457900,0.455429,0.207416,0.109728
WorkFlow,8,nKm,-0.258165,0.214259,0.457900,0.467917,0.218947,0.116228
WorkFlow,9,nKm,0.405523,0.218037,0.457900,0.476168,0.226736,0.120646
WorkFlow,10,nKm,-0.798344,0.215926,0.457900,0.471556,0.222365,0.118164
WorkFlow,11,nKm,0.412505,0.212340,0.457900,0.463725,0.215041,0.114021
WorkFlow,12,nKm,-0.469598,0.215012,0.457900,0.469561,0.220488,0.117100
WorkFlow,13,nKm,-0.282741,0.223725,0.457900,0.488588,0.238718,0.127485
WorkFlow,14,nKm,0.843898,0.217662,0.457900,0.475349,0.225956,0.120203
WorkFlow,15,nKm,-0.115523,0.215767,0.457900,0.471210,0.222039,0.117979
WorkFlow,16,nKm,0.310554,0.216715,0.457900,0.473281,0.223995,0.119088
WorkFlow,17,nKm,0.489826,0.216365,0.457900,0.472515,0.223270,0.118677
WorkFlow,18,nKm,0.329849,0.216383,0.457900,0.472556,0.223309,0.118699
WorkFlow,19,nKm,0.309278,0.220062,0.457900,0.480588,0.230965,0.123054
WorkFlow,20,nKm,0.352505,0.223249,0.457900,0.487549,0.237704,0.126904
WorkFlow,21,nKm,0.727885,0.218258,0.457900,0.476649,0.227195,0.120907
WorkFlow,22,nKm,-0.487157,0.222562,0.457900,0.486050,0.236245,0.126069
WorkFlow,23,nKm,0.041392,0.218316,0.457900,0.476777,0.227317,0.120976
WorkFlow,24,nKm,-0.391877,0.213967,0.457900,0.467278,0.218349,0.115889
WorkFlow,25,nKm,-0.024963,0.214531,0.457900,0.468511,0.219502,0.116542
WorkFlow,26,nKm,-0.093314,0.222638,0.457900,0.486216,0.236406,0.126161
WorkFlow,27,nKm,-0.153148,0.219322,0.457900,0.478973,0.229415,0.122170
