Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.109575,0.137588,0.394037,0.349176,0.121924,0.062943
WorkFlow,2,nVmax,0.136856,0.141503,0.394037,0.359110,0.128960,0.066705
WorkFlow,3,nVmax,-0.045984,0.135525,0.394037,0.343940,0.118294,0.061008
WorkFlow,4,nVmax,-0.130276,0.164851,0.394037,0.418365,0.175029,0.091721
WorkFlow,5,nVmax,0.026748,0.147501,0.394037,0.374333,0.140126,0.072706
WorkFlow,6,nVmax,0.098715,0.140831,0.394037,0.357405,0.127738,0.066050
WorkFlow,7,nVmax,-0.016448,0.146352,0.394037,0.371418,0.137951,0.071534
WorkFlow,8,nVmax,0.182634,0.151460,0.394037,0.384379,0.147747,0.076825
WorkFlow,9,nVmax,0.048069,0.150434,0.394037,0.381777,0.145754,0.075746
WorkFlow,10,nVmax,0.285395,0.138052,0.394037,0.350352,0.122747,0.063382
WorkFlow,11,nVmax,-0.088143,0.167999,0.394037,0.426355,0.181778,0.095444
WorkFlow,12,nVmax,0.177413,0.144544,0.394037,0.366828,0.134563,0.069711
WorkFlow,13,nVmax,-0.086099,0.137408,0.394037,0.348720,0.121605,0.062773
WorkFlow,14,nVmax,0.300921,0.121444,0.394037,0.308204,0.094990,0.048680
WorkFlow,15,nVmax,-0.612368,0.164439,0.394037,0.417319,0.174155,0.091240
WorkFlow,16,nVmax,0.211673,0.140390,0.394037,0.356288,0.126941,0.065624
WorkFlow,17,nVmax,-0.695419,0.149821,0.394037,0.380220,0.144567,0.075104
WorkFlow,18,nVmax,0.205883,0.152533,0.394037,0.387104,0.149850,0.077964
WorkFlow,19,nVmax,-0.460695,0.159882,0.394037,0.405754,0.164636,0.086018
WorkFlow,20,nVmax,0.272127,0.146233,0.394037,0.371114,0.137726,0.071413
WorkFlow,21,nVmax,0.602225,0.148974,0.394037,0.378072,0.142938,0.074224
WorkFlow,22,nVmax,0.191094,0.152765,0.394037,0.387693,0.150306,0.078212
WorkFlow,23,nVmax,-0.042141,0.142539,0.394037,0.361740,0.130856,0.067721
WorkFlow,24,nVmax,0.215709,0.126342,0.394037,0.320635,0.102807,0.052797
WorkFlow,25,nVmax,0.442492,0.150294,0.394037,0.381421,0.145482,0.075599
WorkFlow,26,nVmax,0.063890,0.136411,0.394037,0.346189,0.119847,0.061835
WorkFlow,27,nVmax,0.188421,0.147030,0.394037,0.373139,0.139232,0.072224
WorkFlow,28,nVmax,-0.292837,0.130811,0.394037,0.331977,0.110209,0.056712
WorkFlow,29,nVmax,-0.466887,0.139161,0.394037,0.353168,0.124728,0.064440
WorkFlow,30,nVmax,0.284919,0.143323,0.394037,0.363729,0.132299,0.068495
WorkFlow,31,nVmax,-0.459851,0.164657,0.394037,0.417871,0.174617,0.091494
WorkFlow,32,nVmax,0.335396,0.139594,0.394037,0.354267,0.125505,0.064856
WorkFlow,33,nVmax,-0.653218,0.152000,0.394037,0.385750,0.148803,0.077397
WorkFlow,34,nVmax,-0.024840,0.142835,0.394037,0.362492,0.131401,0.068013
WorkFlow,35,nVmax,0.143106,0.124509,0.394037,0.315984,0.099846,0.051235
WorkFlow,36,nVmax,0.364958,0.141180,0.394037,0.358292,0.128373,0.066390
WorkFlow,37,nVmax,-0.021998,0.139830,0.394037,0.354865,0.125929,0.065082
WorkFlow,38,nVmax,-0.816984,0.152392,0.394037,0.386746,0.149573,0.077814
WorkFlow,39,nVmax,0.421489,0.150125,0.394037,0.380993,0.145156,0.075422
WorkFlow,40,nVmax,0.700533,0.143469,0.394037,0.364099,0.132568,0.068640
WorkFlow,41,nVmax,-0.297297,0.140924,0.394037,0.357642,0.127908,0.066141
WorkFlow,42,nVmax,-0.606929,0.144572,0.394037,0.366899,0.134615,0.069739
WorkFlow,43,nVmax,-0.252798,0.149286,0.394037,0.378863,0.143537,0.074547
WorkFlow,44,nVmax,0.128661,0.144794,0.394037,0.367462,0.135029,0.069962
WorkFlow,45,nVmax,0.554388,0.128745,0.394037,0.326734,0.106755,0.054884
WorkFlow,46,nVmax,0.070588,0.134803,0.394037,0.342107,0.117037,0.060339
WorkFlow,47,nVmax,-0.039226,0.150520,0.394037,0.381994,0.145920,0.075835
WorkFlow,48,nVmax,0.128944,0.152685,0.394037,0.387489,0.150148,0.078126
WorkFlow,49,nVmax,0.456409,0.134403,0.394037,0.341093,0.116345,0.059971
WorkFlow,50,nVmax,0.168316,0.150764,0.394037,0.382613,0.146393,0.076091
WorkFlow,51,nVmax,-0.533287,0.155651,0.394037,0.395015,0.156037,0.081325
WorkFlow,52,nVmax,0.037947,0.138027,0.394037,0.350290,0.122703,0.063359
WorkFlow,53,nVmax,-0.275385,0.153763,0.394037,0.390224,0.152275,0.079280
WorkFlow,54,nVmax,-0.718916,0.139084,0.394037,0.352972,0.124589,0.064366
WorkFlow,55,nVmax,-0.187460,0.166262,0.394037,0.421945,0.178037,0.093378
WorkFlow,56,nVmax,0.266414,0.160142,0.394037,0.406414,0.165172,0.086311
WorkFlow,57,nVmax,0.596849,0.135667,0.394037,0.344300,0.118542,0.061140
WorkFlow,58,nVmax,-0.123630,0.132172,0.394037,0.335431,0.112514,0.057935
WorkFlow,59,nVmax,-0.749814,0.166676,0.394037,0.422995,0.178925,0.093868
WorkFlow,60,nVmax,0.368578,0.139157,0.394037,0.353156,0.124719,0.064436
