Scenario,ID,nVmax,nV,nVmax_shrinkage,nV_shrinkage
WorkFlow,1,0.0579568048832371,-0.795003175601946,0.110891,0.173741
WorkFlow,2,0.39025057754757,-0.374610389215739,0.148008,0.178247
WorkFlow,3,0.323090718570387,0.970229811681568,0.188405,0.238973
WorkFlow,4,0.14387058229191,0.28602028629285,0.180677,0.226677
WorkFlow,5,-0.0958498935499775,0.421745503564571,0.191005,0.2344
WorkFlow,6,0.0451494633615706,0.0441733932037878,0.154745,0.193649
WorkFlow,7,-0.0780758829645426,0.553832899615015,0.209881,0.239594
WorkFlow,8,0.279558864776627,0.300800221391007,0.173291,0.226826
WorkFlow,9,0.353192085724192,0.00970248357320382,0.169531,0.201078
WorkFlow,10,-0.259421727794082,-0.0790043611803247,0.135498,0.210484
WorkFlow,11,-0.159214926077186,-0.00928896985007943,0.165568,0.224476
WorkFlow,12,-0.146544414408308,0.0539456117143282,0.154119,0.226715
WorkFlow,13,0.265503174938761,0.260815581937842,0.170078,0.19436
WorkFlow,14,0.212480064541913,0.204428202062627,0.158287,0.170528
WorkFlow,15,0.0458143470976517,-0.134341623084969,0.161248,0.208236
WorkFlow,16,-0.118631680149742,0.0155930248893596,0.147188,0.215308
WorkFlow,17,-0.382688047664397,-0.175753060191569,0.13189,0.224315
WorkFlow,18,-0.452643072041542,0.154640281595225,0.203077,0.236701
WorkFlow,19,0.0934267715435282,0.266898296953047,0.16945,0.226653
WorkFlow,20,0.170216317317031,-0.43787439994235,0.148568,0.170643
WorkFlow,21,0.0953533745148693,0.326128540240347,0.175189,0.244467
WorkFlow,22,0.0164410588692673,-0.237050156143451,0.149891,0.204726
WorkFlow,23,-0.354224661622132,0.289361430919826,0.189757,0.238611
WorkFlow,24,-0.0142204431198165,0.170616332834672,0.14437,0.18989
WorkFlow,25,0.0742131167680292,-0.0115493838409116,0.157243,0.214843
WorkFlow,26,-0.0761304432561684,0.0160159215456808,0.142471,0.223145
WorkFlow,27,0.066449447571693,-0.143860987589905,0.154721,0.190299
WorkFlow,28,-0.869462273375516,-0.864847048290897,0.071754,0.198012
WorkFlow,29,-0.114610136498313,0.112307077906372,0.145642,0.213281
WorkFlow,30,-0.566982593705278,-0.490825362992609,0.116049,0.216967
WorkFlow,31,0.365240824240139,0.570761315597404,0.189709,0.240203
WorkFlow,32,-0.229661982721815,-0.232080320574487,0.135694,0.193067
WorkFlow,33,-0.193061358570664,-0.146263043009124,0.137153,0.227544
WorkFlow,34,-0.542621899949137,-0.411487071336386,0.115236,0.222429
WorkFlow,35,0.492433032694808,0.217994373223076,0.167615,0.179533
WorkFlow,36,0.320749808205323,-0.021290189888671,0.16469,0.17892
WorkFlow,37,-0.00188916914653007,-0.437175316338246,0.137231,0.160916
WorkFlow,38,0.10720468998146,0.53212941992015,0.17487,0.234871
WorkFlow,39,-0.168787368879155,-0.329698440824912,0.141259,0.205096
WorkFlow,40,0.176922116702959,-0.309615359922508,0.15606,0.172688
WorkFlow,41,-0.156313812779845,-0.192119942435605,0.131875,0.193875
WorkFlow,42,0.24492711797972,-0.168352646071514,0.152531,0.184589
WorkFlow,43,0.448257551228227,0.483882623739803,0.182179,0.235142
WorkFlow,44,-0.170171937421326,-0.704519180349384,0.122853,0.16678
WorkFlow,45,0.233011982317624,-0.11349822275985,0.146536,0.169333
WorkFlow,46,-0.203901968184987,0.241615113129141,0.148628,0.231106
WorkFlow,47,-0.00440738146527047,-0.0275320924948083,0.153174,0.211351
WorkFlow,48,-0.0606092133788273,-0.0807944661446633,0.152413,0.213135
WorkFlow,49,0.519094367057475,0.310317076962365,0.181578,0.197
WorkFlow,50,0.44078276424103,0.248019986039211,0.178387,0.205589
WorkFlow,51,0.120237086706806,-0.101873996606354,0.154427,0.194794
WorkFlow,52,-0.27411051227839,-0.233904807417051,0.126783,0.205367
WorkFlow,53,-0.118274427951213,-0.0961064656498208,0.143678,0.212193
WorkFlow,54,-0.390997963780589,-0.479448746305092,0.11083,0.15335
WorkFlow,55,0.0693310437139789,-0.00483552904834552,0.161799,0.224895
WorkFlow,56,0.384213465690204,0.131869731791856,0.177227,0.231113
WorkFlow,57,0.271366861115699,0.591141082844723,0.175601,0.222484
WorkFlow,58,-0.0543284064424616,0.139755925897855,0.143645,0.203039
WorkFlow,59,-0.348707875332217,-0.476200396065491,0.124397,0.189814
WorkFlow,60,-0.334532874959355,-0.598966577307519,0.115806,0.18984
