Scenario,ID,nVmax,nV,nVmax_shrinkage,nV_shrinkage
WorkFlow,1,0.220924322555565,-0.875257536249837,0.052231,0.168334
WorkFlow,2,0.553990867824092,-0.241938660476471,0.068543,0.179665
WorkFlow,3,-0.416158404535525,0.957195776002931,0.578275,0.138375
WorkFlow,4,0.050445404190429,0.243867083408813,0.300939,0.160973
WorkFlow,5,-0.275695815108529,0.390262756667541,0.421356,0.152903
WorkFlow,6,0.103849257718875,-0.00158986006559468,0.085977,0.169957
WorkFlow,7,-0.442785313062448,0.535789626647098,0.561135,0.140595
WorkFlow,8,0.108243770203679,0.340866884443516,0.25132,0.167873
WorkFlow,9,0.623711846805043,-0.0427777181466895,0.080123,0.180211
WorkFlow,10,-0.604574171633286,0.0204791752094482,0.329436,0.154582
WorkFlow,11,-0.383515863179704,-0.110743416355355,0.327778,0.153857
WorkFlow,12,-0.486678943334445,0.125778529961022,0.430921,0.151361
WorkFlow,13,0.475213360828359,0.294983141880844,0.084612,0.175657
WorkFlow,14,0.329158221087755,0.120730799491763,0.063724,0.169279
WorkFlow,15,0.176457181814352,-0.175536899639276,0.109905,0.17276
WorkFlow,16,-0.233368968122473,-0.00558257218427909,0.188523,0.166494
WorkFlow,17,-0.236815575166409,-0.167892836865444,0.176087,0.170833
WorkFlow,18,-1.0381249830591,-0.0347905681691411,0.604191,0.134153
WorkFlow,19,0.124685553896243,0.212424727806284,0.204507,0.170418
WorkFlow,20,0.410045135263954,-0.535796791876729,0.065134,0.176613
WorkFlow,21,0.151519208402927,0.285596150264731,0.25444,0.16979
WorkFlow,22,0.124029682913649,-0.346533688649069,0.1001,0.169957
WorkFlow,23,-0.558002100365847,0.252839423490314,0.445636,0.151244
WorkFlow,24,-0.358678814571982,0.543281339620641,0.235155,0.162901
WorkFlow,25,0.15828986494027,0.0205424419144141,0.143549,0.172421
WorkFlow,26,-0.122774983282093,0.0316106381822822,0.18642,0.175045
WorkFlow,27,0.25094295990006,-0.204474386193569,0.074265,0.171822
WorkFlow,28,-1.13506285109728,-0.793212493129357,0.159308,0.155019
WorkFlow,29,-0.463641408578437,0.10879899764382,0.267342,0.162107
WorkFlow,30,-0.44458774881235,-0.638720286928002,0.131251,0.169332
WorkFlow,31,0.166941607738895,0.583791290244632,0.366211,0.160556
WorkFlow,32,-0.283185438994133,-0.301006913475251,0.127134,0.163775
WorkFlow,33,-0.0482178077874259,-0.163631827843921,0.141809,0.177022
WorkFlow,34,-0.397404109964258,-0.499116323057223,0.139523,0.169456
WorkFlow,35,0.837951724343627,0.192589384578298,0.063453,0.191642
WorkFlow,36,0.206260369653326,0.0297324974675499,0.097372,0.16821
WorkFlow,37,0.0423865228321879,-0.588585608139444,0.062784,0.1674
WorkFlow,38,0.267625045225225,0.524890966892534,0.200105,0.169205
WorkFlow,39,0.0195115123601945,-0.403223154443114,0.11882,0.169717
WorkFlow,40,0.506529180273923,-0.39106132866525,0.067845,0.171528
WorkFlow,41,-0.187920656371176,-0.251976426112909,0.12927,0.170015
WorkFlow,42,0.503305402998584,-0.225998441800801,0.065871,0.18553
WorkFlow,43,0.627768802668204,0.529127305023571,0.150837,0.182329
WorkFlow,44,-0.161436071301617,-0.519019278379509,0.10474,0.168184
WorkFlow,45,0.445601134541731,0.132545631307393,0.076835,0.173334
WorkFlow,46,-0.277971252863354,0.26403221679713,0.260874,0.166167
WorkFlow,47,0.272471325216054,-0.109225886086998,0.096243,0.171965
WorkFlow,48,0.157057298800961,-0.178474129252007,0.107265,0.172721
WorkFlow,49,0.675151735191379,0.663951026073013,0.129293,0.174377
WorkFlow,50,0.72563530304223,0.222622680237855,0.099585,0.176543
WorkFlow,51,0.164889548821458,-0.120904178970067,0.106969,0.174287
WorkFlow,52,-0.291422086346788,-0.189786935660139,0.133477,0.167455
WorkFlow,53,0.0710257214816442,-0.0334373729143507,0.144598,0.172186
WorkFlow,54,-0.298758388824362,-0.536677237433083,0.071616,0.154023
WorkFlow,55,-0.103528922485656,0.179789938391371,0.361648,0.159327
WorkFlow,56,0.679810926326932,0.00365355104151292,0.112787,0.183293
WorkFlow,57,0.223074700324084,0.705458942351532,0.235514,0.164896
WorkFlow,58,-0.157507267350809,0.187873267453242,0.159723,0.16907
WorkFlow,59,-0.181934933410492,-0.59457692635549,0.097206,0.167229
WorkFlow,60,-0.294897332032257,-0.650183471546358,0.085388,0.168359
