Scenario,ID,nVmax,nKm,nV,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage
WorkFlow,1,0.419159835454523,-0.0511701579388022,-0.635749693722815,0.411674,0.192134,0.589298
WorkFlow,2,-0.662523709882085,0.63367566554301,0.635481895263902,0.886392,0.141168,0.898192
WorkFlow,3,-0.0503895902524706,-0.0410627909810339,0.0962624114788603,0.485473,0.187187,0.599049
WorkFlow,4,-0.121566133679021,-0.364890705101886,0.110125750064194,0.45762,0.180052,0.595124
WorkFlow,5,0.496130369576269,0.181149424506423,-0.475322058690901,0.443847,0.196411,0.582258
WorkFlow,6,-0.222075845268198,-0.26342294981038,0.0805364275282787,0.466588,0.180599,0.59903
WorkFlow,7,0.00667662408593671,-0.362769767365089,-0.160824091164035,0.43244,0.185628,0.599147
WorkFlow,8,-0.0541408025822386,-0.202328190151387,0.0525910920074744,0.464818,0.186798,0.595875
WorkFlow,9,0.270781648480584,0.453095158456888,-0.241459699985548,0.484324,0.190201,0.580327
WorkFlow,10,-0.0911038853893112,-0.797439724697007,0.183316547549722,0.426985,0.179259,0.604246
WorkFlow,11,0.161511167992335,0.448023331038355,-0.151113807468401,0.493679,0.181517,0.58029
WorkFlow,12,-0.00526326569936702,-0.529024787104947,0.0279105479114748,0.433499,0.187311,0.604079
WorkFlow,13,-0.0741198099670883,-0.2134357736959,0.14704895387378,0.471392,0.182472,0.590268
WorkFlow,14,-0.44880277796134,0.798279420710842,0.430568540899682,0.800282,0.154989,0.820408
WorkFlow,15,0.181181062024108,-0.108976500722261,-0.156201927313558,0.452786,0.183521,0.581156
WorkFlow,16,-0.537747989122312,0.252503602740044,0.503800785596397,0.716998,0.167992,0.76077
WorkFlow,17,-0.202418656179629,0.466602432501967,0.189142003726541,0.622871,0.185147,0.68445
WorkFlow,18,0.0281213792656896,0.354693968571679,-0.0147947071457724,0.505514,0.189447,0.593074
WorkFlow,19,-0.00603872933985408,0.355806928282135,0.0422593713171121,0.519483,0.189109,0.602976
WorkFlow,20,0.211891923236724,0.386760328009253,-0.135380254752258,0.488678,0.188875,0.581005
WorkFlow,21,0.0381289534953531,0.81360249057645,-0.0304858955781644,0.593631,0.189881,0.651096
WorkFlow,22,0.410799397976738,-0.565324156346702,-0.435631810801363,0.384792,0.195191,0.595353
WorkFlow,23,0.0546800395875992,0.0909128215194048,0.0162743937644995,0.483541,0.193409,0.592175
WorkFlow,24,-0.947754299596215,-0.507157426013802,0.862932992610897,0.721432,0.163693,0.78272
WorkFlow,25,-0.149434346858683,-0.0557645350704824,0.169510796852943,0.49874,0.186336,0.607431
WorkFlow,26,0.0711699716680889,-0.0884471565493507,-0.00144189642666039,0.465637,0.195643,0.593236
WorkFlow,27,0.153113622420395,-0.179086082288688,-0.085181539444144,0.452995,0.182812,0.583006
WorkFlow,28,-0.198095913519411,-0.416728807961581,0.0209851621884852,0.447036,0.182292,0.603966
WorkFlow,29,0.0181875154946383,-0.125052447683689,-0.0576368745014287,0.459579,0.186532,0.59053
WorkFlow,30,0.0612477015181414,0.0258957295265064,-0.0575707236023768,0.470488,0.191503,0.589479
WorkFlow,31,0.129155019006436,0.0928344211792537,-0.0629239056184118,0.472614,0.190204,0.582311
WorkFlow,32,-0.496964171165895,0.147535804132521,0.44212169666374,0.648677,0.172776,0.707584
WorkFlow,33,0.240569281175421,-0.895427917995125,-0.0565777843092723,0.391475,0.198403,0.599492
WorkFlow,34,-0.0408446289909323,0.297011176176296,0.0308786545197615,0.523611,0.192843,0.616205
WorkFlow,35,0.258435592529621,-0.0447489689547968,-0.103859944714855,0.457608,0.192973,0.583701
WorkFlow,36,0.310727221702199,0.127784760267522,-0.175292332059814,0.465747,0.182214,0.577752
WorkFlow,37,0.302734987310804,0.320234660061363,-0.224203156227255,0.47379,0.186913,0.573179
WorkFlow,38,-0.424503034544277,-1.0312429165384,-0.174099003260468,0.376368,0.171569,0.633301
WorkFlow,39,0.0904183576811054,0.00308731682067668,-0.110804004254347,0.464728,0.184195,0.587784
WorkFlow,40,0.0247598750164895,-0.432654143062559,-0.0323799880639031,0.439143,0.175696,0.589559
WorkFlow,41,0.225296446592498,0.389893439339177,-0.172242123147452,0.486634,0.190703,0.583079
WorkFlow,42,-0.18761920077122,-0.0898579150108687,0.0888635733007868,0.488913,0.192611,0.611702
WorkFlow,43,-0.0755696056593237,0.480890413513578,0.0699318049608653,0.558146,0.193096,0.631573
WorkFlow,44,0.0950715881139721,0.34737438457851,-0.128659672148954,0.491282,0.186638,0.58702
WorkFlow,45,-0.224185199136834,0.121822906051493,0.184282506281506,0.528571,0.180557,0.616843
WorkFlow,46,0.235070491228654,-0.0301556670982467,-0.161642461508647,0.455636,0.192221,0.587031
WorkFlow,47,0.0638467025858565,0.113419536879355,-0.0838638784977492,0.47669,0.183832,0.588001
WorkFlow,48,-0.0101855209285081,0.520597780800934,0.0181713806137011,0.5359,0.187062,0.608514
WorkFlow,49,-0.164437993361941,-0.534647337928636,-0.18353682106774,0.418675,0.175848,0.607347
WorkFlow,50,0.00410344101274939,-0.160244473044494,-0.082487676788372,0.456252,0.180345,0.592824
WorkFlow,51,-0.370980449675938,-1.18395915610904,-0.581007826077517,0.299871,0.179995,0.613889
WorkFlow,52,0.468571002866359,0.900969871705873,-0.38880873408781,0.498845,0.191371,0.571552
WorkFlow,53,0.0666860018461874,-0.508214200337408,-0.199127734323574,0.414848,0.18492,0.601144
WorkFlow,54,0.201388784980951,-0.100721858821664,-0.075000685001525,0.459366,0.174215,0.578534
WorkFlow,55,0.228623067708992,-0.322024018253908,-0.13239114636491,0.434743,0.190608,0.591132
WorkFlow,56,0.154296422530645,-0.612179420008098,-0.243806665727643,0.402237,0.19174,0.600789
WorkFlow,57,-0.543726779668029,0.136390932415447,0.504510337208309,0.69033,0.168313,0.742632
WorkFlow,58,0.00681070012530827,-0.545451245851342,-0.142241888369199,0.418193,0.183203,0.601071
WorkFlow,59,-0.564568377651289,-0.233557999672627,0.470558110848067,0.579893,0.178566,0.670927
WorkFlow,60,-0.111983473938449,-0.0473512522081369,0.143334555702813,0.491181,0.189069,0.601117
