Scenario,ID,nVmax,nV,nVmax_shrinkage,nV_shrinkage
WorkFlow,1,0.0673042635035737,-0.766810536863355,0.127748,0.158845
WorkFlow,2,0.389945948718443,-0.345265438412095,0.191559,0.204391
WorkFlow,3,0.175766934964508,0.995596238287767,0.364481,0.242379
WorkFlow,4,0.0556720522778361,0.283065696929033,0.324874,0.235662
WorkFlow,5,-0.104192356484679,0.440869452629228,0.314795,0.229381
WorkFlow,6,0.0691239728320421,-0.0119615578069389,0.220259,0.195097
WorkFlow,7,-0.0333601670443318,0.612305595304649,0.349765,0.239155
WorkFlow,8,0.293071277042989,0.28336848183771,0.297572,0.233279
WorkFlow,9,0.351938934812226,-0.00318053519653282,0.249197,0.219321
WorkFlow,10,-0.302885883815337,0.0442886333871609,0.225833,0.202793
WorkFlow,11,-0.15872304289324,0.00994337248755859,0.288731,0.212482
WorkFlow,12,-0.29165325737055,0.234146260080243,0.282489,0.220149
WorkFlow,13,0.245702266104084,0.220544605474753,0.242946,0.219447
WorkFlow,14,0.184730341165336,0.128486056338888,0.195266,0.191055
WorkFlow,15,0.035852106770902,-0.219005678107284,0.23977,0.208766
WorkFlow,16,-0.0847448750471458,-0.0342942517553473,0.223113,0.204768
WorkFlow,17,-0.39634347362828,-0.183735322080937,0.191775,0.201483
WorkFlow,18,-0.438621592162229,0.206606322121485,0.29956,0.221809
WorkFlow,19,0.0827251894344431,0.249651525702957,0.291498,0.230179
WorkFlow,20,0.13102047288855,-0.48775933547327,0.171431,0.189591
WorkFlow,21,0.161930799439226,0.326902777552574,0.309058,0.234574
WorkFlow,22,0.0264328286096286,-0.255000260520653,0.226053,0.201927
WorkFlow,23,-0.309361168632288,0.291489219499217,0.274927,0.223256
WorkFlow,24,0.0210326325296445,0.40152196813883,0.235722,0.207709
WorkFlow,25,0.0662083595695567,-0.0638014329503368,0.246489,0.207329
WorkFlow,26,-0.130807617342314,0.0383936234815049,0.221331,0.216605
WorkFlow,27,0.0831312376698906,-0.162456403465153,0.221678,0.193121
WorkFlow,28,-0.856336183794675,-0.793403759449216,0.114192,0.157212
WorkFlow,29,-0.139646602649987,0.172782603921556,0.237743,0.213096
WorkFlow,30,-0.451602862283365,-0.580128327656301,0.15183,0.185731
WorkFlow,31,0.329028157701848,0.549380314281721,0.350909,0.252888
WorkFlow,32,-0.154606607096141,-0.294312676368152,0.184799,0.187867
WorkFlow,33,-0.160065967307358,-0.196478459015992,0.207568,0.207223
WorkFlow,34,-0.508638955717156,-0.429730839859361,0.156579,0.189331
WorkFlow,35,0.588871362324357,0.0699327535775313,0.214202,0.214619
WorkFlow,36,0.150762210407522,0.0363755355482519,0.229768,0.20022
WorkFlow,37,-0.0676147648795042,-0.444837223453216,0.158396,0.178851
WorkFlow,38,0.210585530002171,0.443912036507679,0.302711,0.226564
WorkFlow,39,-0.195803999034877,-0.375746226579948,0.204994,0.194337
WorkFlow,40,0.178071569148425,-0.436817535397782,0.193013,0.195668
WorkFlow,41,-0.114255881021469,-0.19598342774263,0.185086,0.202224
WorkFlow,42,0.315973779639214,-0.259800559621995,0.189323,0.203605
WorkFlow,43,0.498119158918866,0.374059548096903,0.309133,0.248097
WorkFlow,44,-0.182556993750659,-0.380083979576464,0.181302,0.195084
WorkFlow,45,0.211564674775427,0.0996937938072349,0.221692,0.215255
WorkFlow,46,-0.195717143653419,0.284394763352565,0.243935,0.219906
WorkFlow,47,0.0363665002350904,-0.0493329070751672,0.240037,0.205743
WorkFlow,48,0.0467292946698299,-0.233175121743559,0.228471,0.202358
WorkFlow,49,0.479546004071755,0.566747537190394,0.311642,0.241374
WorkFlow,50,0.461964395655909,0.170829326157893,0.280171,0.237795
WorkFlow,51,0.0500153658479128,-0.137901189368503,0.219687,0.206682
WorkFlow,52,-0.285987061838312,-0.249500100153224,0.178085,0.188834
WorkFlow,53,-0.221357304174998,-0.0877656581940443,0.223914,0.202607
WorkFlow,54,-0.321454691796153,-0.622669283679968,0.132572,0.172529
WorkFlow,55,0.00698596553681128,0.309984003670917,0.326136,0.235217
WorkFlow,56,0.355094218173306,0.0389503801177982,0.296185,0.240782
WorkFlow,57,0.265616494423044,0.602569491105829,0.314174,0.232901
WorkFlow,58,-0.147783955574958,0.146811849574381,0.217992,0.203955
WorkFlow,59,-0.269455330684397,-0.538128758288933,0.162307,0.187403
WorkFlow,60,-0.306228349432863,-0.600163169814396,0.152525,0.179466
