Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.072735,0.181759,0.397868,0.456832,0.208696,0.110447
WorkFlow,2,nVmax,0.350125,0.213417,0.397868,0.536402,0.287727,0.156037
WorkFlow,3,nVmax,-0.374933,0.341115,0.397868,0.857358,0.735062,0.485279
WorkFlow,4,nVmax,0.105886,0.290695,0.397868,0.730633,0.533824,0.317229
WorkFlow,5,nVmax,0.045049,0.302990,0.397868,0.761535,0.579936,0.351876
WorkFlow,6,nVmax,0.041253,0.226799,0.397868,0.570036,0.324941,0.178380
WorkFlow,7,nVmax,-0.026022,0.339431,0.397868,0.853126,0.727823,0.478295
WorkFlow,8,nVmax,0.112413,0.281723,0.397868,0.708083,0.501381,0.293871
WorkFlow,9,nVmax,0.508254,0.220645,0.397868,0.554568,0.307546,0.167862
WorkFlow,10,nVmax,-0.563352,0.272900,0.397868,0.685908,0.470470,0.272312
WorkFlow,11,nVmax,-0.109310,0.286089,0.397868,0.719056,0.517041,0.305048
WorkFlow,12,nVmax,-0.519563,0.295146,0.397868,0.741820,0.550296,0.329401
WorkFlow,13,nVmax,0.293917,0.224535,0.397868,0.564346,0.318486,0.174462
WorkFlow,14,nVmax,-0.097659,0.210956,0.397868,0.530216,0.281129,0.152137
WorkFlow,15,nVmax,0.123256,0.243866,0.397868,0.612932,0.375685,0.209864
WorkFlow,16,nVmax,-0.145863,0.251039,0.397868,0.630960,0.398111,0.224185
WorkFlow,17,nVmax,0.007078,0.255822,0.397868,0.642983,0.413427,0.234120
WorkFlow,18,nVmax,-0.501301,0.324658,0.397868,0.815995,0.665847,0.421941
WorkFlow,19,nVmax,0.216099,0.268709,0.397868,0.675374,0.456130,0.262525
WorkFlow,20,nVmax,0.138329,0.195889,0.397868,0.492347,0.242406,0.129601
WorkFlow,21,nVmax,0.373831,0.280184,0.397868,0.704213,0.495916,0.290011
WorkFlow,22,nVmax,0.060628,0.230743,0.397868,0.579950,0.336342,0.185348
WorkFlow,23,nVmax,-0.033171,0.299203,0.397868,0.752017,0.565530,0.340857
WorkFlow,24,nVmax,-0.539886,0.274972,0.397868,0.691114,0.477639,0.277254
WorkFlow,25,nVmax,0.056114,0.254413,0.397868,0.639442,0.408886,0.231161
WorkFlow,26,nVmax,-0.187277,0.246001,0.397868,0.618300,0.382294,0.214058
WorkFlow,27,nVmax,0.050147,0.226932,0.397868,0.570371,0.325323,0.178612
WorkFlow,28,nVmax,-0.839490,0.165871,0.397868,0.416901,0.173806,0.091048
WorkFlow,29,nVmax,-0.498299,0.265101,0.397868,0.666304,0.443961,0.254320
WorkFlow,30,nVmax,-0.068333,0.219631,0.397868,0.552021,0.304727,0.166170
WorkFlow,31,nVmax,0.310981,0.301697,0.397868,0.758285,0.574997,0.348077
WorkFlow,32,nVmax,-0.168381,0.228708,0.397868,0.574835,0.330435,0.181730
WorkFlow,33,nVmax,0.101284,0.245210,0.397868,0.616311,0.379840,0.212497
WorkFlow,34,nVmax,-0.097206,0.227056,0.397868,0.570682,0.325678,0.178829
WorkFlow,35,nVmax,0.580303,0.201239,0.397868,0.505794,0.255828,0.137346
WorkFlow,36,nVmax,-0.217265,0.233095,0.397868,0.585861,0.343233,0.189589
WorkFlow,37,nVmax,-0.231588,0.190251,0.397868,0.478176,0.228652,0.121736
WorkFlow,38,nVmax,0.504247,0.269352,0.397868,0.676988,0.458313,0.264006
WorkFlow,39,nVmax,0.012965,0.242184,0.397868,0.608706,0.370523,0.206604
WorkFlow,40,nVmax,0.280340,0.203494,0.397868,0.511461,0.261592,0.140693
WorkFlow,41,nVmax,-0.167682,0.226681,0.397868,0.569740,0.324603,0.178175
WorkFlow,42,nVmax,0.337515,0.201988,0.397868,0.507676,0.257735,0.138452
WorkFlow,43,nVmax,0.596211,0.262157,0.397868,0.658905,0.434155,0.247773
WorkFlow,44,nVmax,-0.317911,0.216517,0.397868,0.544193,0.296146,0.161040
WorkFlow,45,nVmax,0.072717,0.229164,0.397868,0.575981,0.331754,0.182537
WorkFlow,46,nVmax,-0.133132,0.268728,0.397868,0.675420,0.456192,0.262567
WorkFlow,47,nVmax,0.362793,0.224956,0.397868,0.565405,0.319683,0.175186
WorkFlow,48,nVmax,0.293805,0.235865,0.397868,0.592822,0.351438,0.194666
WorkFlow,49,nVmax,0.205365,0.281978,0.397868,0.708722,0.502287,0.294512
WorkFlow,50,nVmax,0.514016,0.252085,0.397868,0.633592,0.401438,0.226332
WorkFlow,51,nVmax,0.023930,0.227266,0.397868,0.571209,0.326280,0.179195
WorkFlow,52,nVmax,-0.327665,0.223313,0.397868,0.561275,0.315030,0.172371
WorkFlow,53,nVmax,-0.021680,0.267062,0.397868,0.671233,0.450554,0.258754
WorkFlow,54,nVmax,-0.285627,0.194411,0.397868,0.488632,0.238761,0.127510
WorkFlow,55,nVmax,-0.102853,0.314979,0.397868,0.791669,0.626740,0.389050
WorkFlow,56,nVmax,0.476157,0.251379,0.397868,0.631816,0.399192,0.224882
WorkFlow,57,nVmax,0.177454,0.289037,0.397868,0.726466,0.527753,0.312798
WorkFlow,58,nVmax,-0.322701,0.239201,0.397868,0.601207,0.361449,0.200906
WorkFlow,59,nVmax,-0.016505,0.210110,0.397868,0.528090,0.278879,0.150811
WorkFlow,60,nVmax,-0.307349,0.195898,0.397868,0.492369,0.242427,0.129614
WorkFlow,1,nV,-0.853826,0.197554,0.420226,0.470113,0.221006,0.117394
WorkFlow,2,nV,-0.342912,0.211833,0.420226,0.504093,0.254110,0.136351
WorkFlow,3,nV,0.884515,0.204711,0.420226,0.487146,0.237311,0.126679
WorkFlow,4,nV,0.183548,0.217212,0.420226,0.516894,0.267179,0.143950
WorkFlow,5,nV,0.481849,0.216958,0.420226,0.516290,0.266555,0.143586
WorkFlow,6,nV,-0.045307,0.203592,0.420226,0.484482,0.234723,0.125199
WorkFlow,7,nV,0.761042,0.212481,0.420226,0.505636,0.255668,0.137253
WorkFlow,8,nV,0.273513,0.216648,0.420226,0.515552,0.265794,0.143142
WorkFlow,9,nV,-0.278990,0.216694,0.420226,0.515660,0.265906,0.143207
WorkFlow,10,nV,0.139730,0.199414,0.420226,0.474540,0.225188,0.119766
WorkFlow,11,nV,0.073985,0.208292,0.420226,0.495666,0.245685,0.131487
WorkFlow,12,nV,0.134833,0.202500,0.420226,0.481885,0.232213,0.123766
WorkFlow,13,nV,0.004988,0.213970,0.420226,0.509179,0.259263,0.139339
WorkFlow,14,nV,0.019789,0.197913,0.420226,0.470968,0.221811,0.117850
WorkFlow,15,nV,-0.179243,0.210716,0.420226,0.501436,0.251438,0.134805
WorkFlow,16,nV,0.054925,0.205827,0.420226,0.489800,0.239904,0.128165
WorkFlow,17,nV,0.120353,0.211484,0.420226,0.503263,0.253274,0.135867
WorkFlow,18,nV,0.366121,0.205047,0.420226,0.487945,0.238090,0.127126
WorkFlow,19,nV,0.171318,0.218820,0.420226,0.520721,0.271151,0.146273
WorkFlow,20,nV,-0.688776,0.204857,0.420226,0.487492,0.237648,0.126873
WorkFlow,21,nV,0.302284,0.222283,0.420226,0.528960,0.279799,0.151354
WorkFlow,22,nV,-0.340340,0.203973,0.420226,0.485389,0.235602,0.125702
WorkFlow,23,nV,0.511425,0.216172,0.420226,0.514419,0.264627,0.142461
WorkFlow,24,nV,0.561332,0.201623,0.420226,0.479796,0.230204,0.122620
WorkFlow,25,nV,-0.018568,0.209857,0.420226,0.499391,0.249391,0.133623
WorkFlow,26,nV,0.014825,0.209222,0.420226,0.497880,0.247885,0.132754
WorkFlow,27,nV,-0.185017,0.203709,0.420226,0.484762,0.234994,0.125354
WorkFlow,28,nV,-0.430063,0.187984,0.420226,0.447342,0.200115,0.105637
WorkFlow,29,nV,0.180706,0.202813,0.420226,0.482628,0.232930,0.124174
WorkFlow,30,nV,-0.354379,0.204967,0.420226,0.487756,0.237906,0.127020
WorkFlow,31,nV,0.439024,0.224338,0.420226,0.533851,0.284996,0.154421
WorkFlow,32,nV,-0.198281,0.200697,0.420226,0.477592,0.228094,0.121418
WorkFlow,33,nV,-0.009718,0.213739,0.420226,0.508630,0.258704,0.139015
WorkFlow,34,nV,-0.207017,0.203671,0.420226,0.484670,0.234905,0.125303
WorkFlow,35,nV,-0.147468,0.216703,0.420226,0.515683,0.265929,0.143220
WorkFlow,36,nV,-0.130177,0.197323,0.420226,0.469565,0.220491,0.117102
WorkFlow,37,nV,-0.596981,0.194814,0.420226,0.463595,0.214920,0.113953
WorkFlow,38,nV,0.428466,0.221768,0.420226,0.527736,0.278506,0.150592
WorkFlow,39,nV,-0.262544,0.208010,0.420226,0.494995,0.245021,0.131104
WorkFlow,40,nV,-0.620819,0.207059,0.420226,0.492734,0.242787,0.129820
WorkFlow,41,nV,-0.166415,0.204983,0.420226,0.487794,0.237943,0.127041
WorkFlow,42,nV,-0.395302,0.212006,0.420226,0.504505,0.254526,0.136592
WorkFlow,43,nV,0.272418,0.228769,0.420226,0.544395,0.296366,0.161171
WorkFlow,44,nV,-0.449414,0.198814,0.420226,0.473112,0.223835,0.118998
